StateX StateY NodeDes BatteryLife 
0.89 -1.21 4.00 74.90
0.89 -1.21 4.00 74.80
0.89 -1.21 4.00 74.70
0.89 -1.21 4.00 74.60
0.89 -1.21 4.00 74.50
0.89 -1.21 4.00 74.40
0.89 -1.21 5.00 74.30
0.82 -1.23 5.00 74.20
0.75 -1.25 5.00 74.10
0.69 -1.27 5.00 74.00
0.62 -1.28 5.00 73.90
0.55 -1.29 5.00 73.80
0.48 -1.30 5.00 73.70
0.42 -1.31 5.00 73.60
0.35 -1.32 5.00 73.50
0.28 -1.32 5.00 73.40
0.21 -1.33 5.00 73.30
0.14 -1.33 5.00 73.20
0.07 -1.33 5.00 73.10
0.00 -1.32 5.00 73.00
-0.07 -1.32 5.00 72.90
-0.14 -1.31 5.00 72.80
-0.21 -1.31 5.00 72.70
-0.28 -1.30 5.00 72.60
-0.35 -1.29 5.00 72.50
-0.42 -1.28 5.00 72.40
-0.48 -1.27 5.00 72.30
-0.55 -1.26 5.00 72.20
-0.62 -1.25 5.00 72.10
-0.68 -1.24 5.00 72.00
-0.72 -1.23 5.00 71.90
-0.76 -1.23 5.00 71.80
-0.78 -1.22 5.00 71.70
-0.80 -1.22 5.00 71.60
-0.82 -1.22 5.00 71.50
-0.83 -1.22 5.00 71.40
-0.84 -1.22 5.00 71.30
-0.85 -1.22 5.00 71.20
-0.86 -1.21 5.00 71.10
-0.86 -1.21 5.00 71.00
-0.87 -1.21 5.00 70.90
-0.87 -1.21 5.00 70.80
-0.87 -1.21 5.00 70.70
-0.87 -1.21 5.00 70.60
-0.88 -1.21 5.00 70.50
-0.88 -1.21 5.00 70.40
-0.88 -1.21 1.00 70.30
-0.82 -1.21 1.00 70.20
-0.75 -1.20 1.00 70.10
-0.69 -1.19 1.00 70.00
-0.64 -1.16 1.00 69.90
-0.58 -1.13 1.00 69.80
-0.53 -1.10 1.00 69.70
-0.48 -1.06 1.00 69.60
-0.43 -1.01 1.00 69.50
-0.39 -0.96 1.00 69.40
-0.35 -0.91 1.00 69.30
-0.32 -0.85 1.00 69.20
-0.29 -0.79 1.00 69.10
-0.27 -0.73 1.00 69.00
-0.24 -0.67 1.00 68.90
-0.23 -0.60 1.00 68.80
-0.21 -0.54 1.00 68.70
-0.19 -0.47 1.00 68.60
-0.18 -0.40 1.00 68.50
-0.17 -0.33 1.00 68.40
-0.15 -0.26 1.00 68.30
-0.14 -0.20 1.00 68.20
-0.12 -0.15 1.00 68.10
-0.10 -0.11 1.00 68.00
-0.09 -0.08 1.00 67.90
-0.07 -0.06 1.00 67.80
-0.06 -0.05 1.00 67.70
-0.05 -0.03 1.00 67.60
-0.04 -0.02 1.00 68.10
-0.03 -0.02 1.00 68.60
-0.03 -0.01 1.00 69.10
-0.02 -0.01 1.00 69.60
-0.02 -0.01 1.00 70.10
-0.01 -0.00 1.00 70.60
-0.01 -0.00 1.00 71.10
-0.01 -0.00 1.00 71.60
-0.01 -0.00 1.00 72.10
-0.01 -0.00 1.00 72.60
-0.00 -0.00 1.00 73.10
-0.00 -0.00 1.00 73.60
-0.00 -0.00 6.00 74.10
-0.07 -0.02 6.00 74.00
-0.13 -0.03 6.00 73.90
-0.20 -0.03 6.00 73.80
-0.26 -0.03 6.00 73.70
-0.33 -0.03 6.00 73.60
-0.40 -0.02 6.00 73.50
-0.46 -0.01 6.00 73.40
-0.53 0.00 6.00 73.30
-0.59 0.02 6.00 73.20
-0.66 0.04 6.00 73.10
-0.72 0.07 6.00 73.00
-0.78 0.10 6.00 72.90
-0.84 0.13 6.00 72.80
-0.90 0.16 6.00 72.70
-0.96 0.20 6.00 72.60
-1.02 0.23 6.00 72.50
-1.08 0.27 6.00 72.40
-1.14 0.31 6.00 72.30
-1.19 0.35 6.00 72.20
-1.24 0.38 6.00 72.10
-1.28 0.40 6.00 72.00
-1.31 0.42 6.00 71.90
-1.33 0.43 6.00 71.80
-1.35 0.44 6.00 71.70
-1.37 0.45 6.00 71.60
-1.38 0.45 6.00 71.50
-1.39 0.45 6.00 71.40
-1.40 0.46 6.00 71.30
-1.40 0.46 6.00 71.20
-1.41 0.46 6.00 71.10
-1.41 0.46 6.00 71.00
-1.41 0.46 6.00 70.90
-1.42 0.46 6.00 70.80
-1.42 0.46 6.00 70.70
-1.42 0.46 6.00 70.60
-1.42 0.46 6.00 70.50
-1.42 0.46 2.00 70.40
-1.36 0.46 2.00 70.30
-1.29 0.46 2.00 70.20
-1.23 0.46 2.00 70.10
-1.16 0.47 2.00 70.00
-1.10 0.49 2.00 69.90
-1.04 0.51 2.00 69.80
-0.98 0.53 2.00 69.70
-0.92 0.56 2.00 69.60
-0.86 0.59 2.00 69.50
-0.80 0.63 2.00 69.40
-0.75 0.67 2.00 69.30
-0.70 0.71 2.00 69.20
-0.65 0.76 2.00 69.10
-0.60 0.80 2.00 69.00
-0.55 0.85 2.00 68.90
-0.51 0.91 2.00 68.80
-0.47 0.96 2.00 68.70
-0.43 1.02 2.00 68.60
-0.38 1.07 2.00 68.50
-0.35 1.13 2.00 68.40
-0.31 1.19 2.00 68.30
-0.27 1.25 2.00 68.20
-0.22 1.30 2.00 68.10
-0.19 1.35 2.00 68.00
-0.15 1.39 2.00 67.90
-0.13 1.42 2.00 67.80
-0.10 1.44 2.00 67.70
-0.08 1.46 2.00 67.60
-0.07 1.47 2.00 67.50
-0.05 1.48 2.00 67.40
-0.04 1.48 2.00 67.30
-0.03 1.49 2.00 67.20
-0.03 1.49 2.00 67.10
-0.02 1.49 2.00 67.00
-0.02 1.50 2.00 66.90
-0.01 1.50 2.00 66.80
-0.01 1.50 2.00 66.70
-0.01 1.50 2.00 66.60
-0.01 1.50 2.00 66.50
-0.01 1.50 2.00 66.40
-0.00 1.50 2.00 66.30
-0.00 1.50 2.00 66.20
-0.00 1.50 2.00 66.10
-0.00 1.50 2.00 66.00
-0.00 1.50 2.00 65.90
-0.00 1.50 2.00 65.80
-0.00 1.50 2.00 65.70
-0.00 1.50 2.00 65.60
-0.00 1.50 2.00 65.50
0.00 1.50 2.00 65.40
0.00 1.50 2.00 65.30
0.00 1.50 2.00 65.20
0.00 1.50 2.00 65.10
0.01 1.50 2.00 65.00
0.01 1.50 2.00 64.90
0.01 1.50 2.00 64.80
0.01 1.50 2.00 64.70
0.01 1.50 2.00 64.60
0.01 1.50 2.00 64.50
0.01 1.50 2.00 64.40
0.01 1.50 2.00 64.30
0.01 1.50 2.00 64.20
0.01 1.50 2.00 64.10
0.02 1.50 2.00 64.00
0.02 1.50 2.00 63.90
0.02 1.50 2.00 63.80
0.02 1.50 2.00 63.70
0.02 1.50 2.00 63.60
0.02 1.50 2.00 63.50
0.02 1.51 2.00 63.40
0.03 1.51 2.00 63.30
0.03 1.51 2.00 63.20
0.03 1.51 2.00 63.10
0.03 1.51 2.00 63.00
0.03 1.51 2.00 62.90
0.03 1.51 2.00 62.80
0.04 1.51 2.00 62.70
0.04 1.51 2.00 62.60
0.04 1.51 2.00 62.50
0.04 1.51 2.00 62.40
0.04 1.51 2.00 62.30
0.04 1.51 2.00 62.20
0.05 1.51 2.00 62.10
0.05 1.51 2.00 62.00
0.05 1.51 2.00 61.90
0.05 1.51 2.00 61.80
0.05 1.51 2.00 61.70
0.05 1.51 2.00 61.60
0.05 1.51 2.00 61.50
0.06 1.51 2.00 61.40
0.06 1.51 2.00 61.30
0.06 1.51 2.00 61.20
0.06 1.51 2.00 61.10
0.06 1.51 2.00 61.00
0.06 1.51 2.00 60.90
0.07 1.51 2.00 60.80
0.07 1.51 2.00 60.70
0.07 1.51 2.00 60.60
0.07 1.51 2.00 60.50
0.07 1.51 2.00 60.40
0.07 1.51 2.00 60.30
0.07 1.51 2.00 60.20
0.08 1.51 2.00 60.10
0.08 1.51 2.00 60.00
0.08 1.52 2.00 59.90
0.08 1.52 2.00 59.80
0.08 1.52 2.00 59.70
0.08 1.52 2.00 59.60
0.09 1.52 2.00 59.50
0.09 1.52 2.00 59.40
0.09 1.52 2.00 59.30
0.09 1.52 2.00 59.20
0.09 1.52 2.00 59.10
0.09 1.52 2.00 59.00
0.09 1.52 2.00 58.90
0.10 1.52 2.00 58.80
0.10 1.52 2.00 58.70
0.10 1.52 2.00 58.60
0.10 1.52 2.00 58.50
0.10 1.52 2.00 58.40
0.10 1.52 2.00 58.30
0.10 1.52 2.00 58.20
0.10 1.52 2.00 58.10
0.10 1.52 2.00 58.00
0.10 1.52 2.00 57.90
0.10 1.52 2.00 57.80
0.10 1.52 2.00 57.70
0.10 1.52 2.00 57.60
0.10 1.52 2.00 57.50
0.10 1.52 2.00 57.40
0.10 1.52 2.00 57.30
0.10 1.52 2.00 57.20
0.10 1.52 2.00 57.10
0.10 1.52 2.00 57.00
0.10 1.52 2.00 56.90
0.10 1.52 2.00 56.80
0.10 1.52 2.00 56.70
0.10 1.52 2.00 56.60
0.10 1.52 2.00 56.50
0.10 1.52 2.00 56.40
0.10 1.52 2.00 56.30
0.10 1.52 2.00 56.20
0.10 1.52 2.00 56.10
0.10 1.52 2.00 56.00
0.10 1.52 2.00 55.90
0.10 1.52 2.00 55.80
0.10 1.52 2.00 55.70
0.10 1.52 2.00 55.60
0.10 1.52 2.00 55.50
0.10 1.52 2.00 55.40
0.10 1.52 2.00 55.30
0.10 1.52 2.00 55.20
0.10 1.52 2.00 55.10
0.10 1.52 2.00 55.00
0.10 1.52 2.00 54.90
0.10 1.52 2.00 54.80
0.10 1.52 2.00 54.70
0.10 1.52 2.00 54.60
0.10 1.52 2.00 54.50
0.10 1.52 2.00 54.40
0.10 1.52 2.00 54.30
0.10 1.52 2.00 54.20
0.10 1.52 2.00 54.10
0.10 1.52 2.00 54.00
0.10 1.52 2.00 53.90
0.10 1.52 2.00 53.80
0.10 1.52 2.00 53.70
0.10 1.52 2.00 53.60
0.10 1.52 2.00 53.50
0.10 1.52 2.00 53.40
0.10 1.52 2.00 53.30
0.10 1.52 2.00 53.20
0.10 1.52 2.00 53.10
0.10 1.52 2.00 53.00
0.10 1.52 2.00 52.90
0.10 1.52 2.00 52.80
0.10 1.52 2.00 52.70
0.10 1.52 2.00 52.60
0.10 1.52 2.00 52.50
0.10 1.52 2.00 52.40
0.10 1.52 2.00 52.30
0.10 1.52 2.00 52.20
0.10 1.52 2.00 52.10
0.10 1.52 2.00 52.00
0.10 1.52 2.00 51.90
0.10 1.52 2.00 51.80
0.10 1.52 2.00 51.70
0.10 1.52 2.00 51.60
0.10 1.52 2.00 51.50
0.10 1.52 2.00 51.40
0.10 1.52 2.00 51.30
0.10 1.52 2.00 51.20
0.10 1.52 2.00 51.10
0.10 1.52 2.00 51.00
0.10 1.52 2.00 50.90
0.10 1.52 2.00 50.80
0.10 1.52 2.00 50.70
0.10 1.52 2.00 50.60
0.10 1.52 2.00 50.50
0.10 1.52 2.00 50.40
0.10 1.52 2.00 50.30
0.10 1.52 2.00 50.20
0.10 1.52 2.00 50.10
0.10 1.52 2.00 50.00
0.10 1.52 2.00 49.90
0.10 1.52 2.00 49.80
0.10 1.52 2.00 49.70
0.10 1.52 2.00 49.60
0.10 1.52 2.00 49.50
0.10 1.52 2.00 49.40
0.10 1.52 2.00 49.30
0.10 1.52 2.00 49.20
0.10 1.52 2.00 49.10
0.10 1.52 2.00 49.00
0.10 1.52 2.00 48.90
0.10 1.52 2.00 48.80
0.10 1.52 2.00 48.70
0.10 1.52 2.00 48.60
0.10 1.52 2.00 48.50
0.10 1.52 2.00 48.40
0.10 1.52 2.00 48.30
0.10 1.52 2.00 48.20
0.10 1.52 2.00 48.10
0.10 1.52 2.00 48.00
0.10 1.52 2.00 47.90
0.10 1.52 2.00 47.80
0.10 1.52 2.00 47.70
0.10 1.52 2.00 47.60
0.10 1.52 2.00 47.50
0.10 1.52 2.00 47.40
0.10 1.52 2.00 47.30
0.10 1.52 2.00 47.20
0.10 1.52 2.00 47.10
0.10 1.52 2.00 47.00
0.10 1.52 2.00 46.90
0.10 1.52 2.00 46.80
0.10 1.52 2.00 46.70
0.10 1.52 2.00 46.60
0.10 1.52 2.00 46.50
0.10 1.52 2.00 46.40
0.10 1.52 2.00 46.30
0.10 1.52 2.00 46.20
0.10 1.52 2.00 46.10
0.10 1.52 2.00 46.00
0.10 1.52 2.00 45.90
0.10 1.52 2.00 45.80
0.10 1.52 2.00 45.70
0.10 1.52 2.00 45.60
0.10 1.52 2.00 45.50
0.10 1.52 2.00 45.40
0.10 1.52 2.00 45.30
0.10 1.52 2.00 45.20
0.10 1.52 2.00 45.10
0.10 1.52 2.00 45.00
0.10 1.52 2.00 44.90
0.10 1.52 2.00 44.80
0.10 1.52 2.00 44.70
0.10 1.52 2.00 44.60
0.10 1.52 2.00 44.50
0.10 1.52 2.00 44.40
0.10 1.52 2.00 44.30
0.10 1.52 2.00 44.20
0.10 1.52 2.00 44.10
0.10 1.52 2.00 44.00
0.10 1.52 2.00 43.90
0.10 1.52 2.00 43.80
0.10 1.52 2.00 43.70
0.10 1.52 2.00 43.60
0.10 1.52 2.00 43.50
0.10 1.52 2.00 43.40
0.10 1.52 2.00 43.30
0.10 1.52 2.00 43.20
0.10 1.52 2.00 43.10
0.10 1.52 2.00 43.00
0.10 1.52 2.00 42.90
0.10 1.52 2.00 42.80
0.10 1.52 2.00 42.70
0.10 1.52 2.00 42.60
0.10 1.52 2.00 42.50
0.10 1.52 2.00 42.40
0.10 1.52 2.00 42.30
0.10 1.52 2.00 42.20
0.10 1.52 2.00 42.10
0.10 1.52 2.00 42.00
0.10 1.52 2.00 41.90
0.10 1.52 2.00 41.80
0.10 1.52 2.00 41.70
0.10 1.52 2.00 41.60
0.10 1.52 2.00 41.50
0.10 1.52 2.00 41.40
0.10 1.52 2.00 41.30
0.10 1.52 2.00 41.20
0.10 1.52 2.00 41.10
0.10 1.52 2.00 41.00
0.10 1.52 2.00 40.90
0.10 1.52 2.00 40.80
0.10 1.52 2.00 40.70
0.10 1.52 2.00 40.60
0.10 1.52 2.00 40.50
0.10 1.52 2.00 40.40
0.10 1.52 2.00 40.30
0.10 1.52 2.00 40.20
0.10 1.52 2.00 40.10
0.10 1.52 2.00 40.00
0.10 1.52 2.00 39.90
0.10 1.52 2.00 39.80
0.10 1.52 2.00 39.70
0.10 1.52 2.00 39.60
0.10 1.52 2.00 39.50
0.10 1.52 2.00 39.40
0.10 1.52 2.00 39.30
0.10 1.52 2.00 39.20
0.10 1.52 2.00 39.10
0.10 1.52 2.00 39.00
0.10 1.52 2.00 38.90
0.10 1.52 2.00 38.80
0.10 1.52 2.00 38.70
0.10 1.52 2.00 38.60
0.10 1.52 2.00 38.50
0.10 1.52 2.00 38.40
0.10 1.52 2.00 38.30
0.10 1.52 2.00 38.20
0.10 1.52 2.00 38.10
0.10 1.52 2.00 38.00
0.10 1.52 2.00 37.90
0.10 1.52 2.00 37.80
0.10 1.52 2.00 37.70
0.10 1.52 2.00 37.60
0.10 1.52 2.00 37.50
0.10 1.52 2.00 37.40
0.10 1.52 2.00 37.30
0.10 1.52 2.00 37.20
0.10 1.52 2.00 37.10
0.10 1.52 2.00 37.00
0.10 1.52 2.00 36.90
0.10 1.52 2.00 36.80
0.10 1.52 2.00 36.70
0.10 1.52 2.00 36.60
0.10 1.52 2.00 36.50
0.10 1.52 2.00 36.40
0.10 1.52 2.00 36.30
0.10 1.52 2.00 36.20
0.10 1.52 2.00 36.10
0.10 1.52 2.00 36.00
0.10 1.52 2.00 35.90
0.10 1.52 2.00 35.80
0.10 1.52 2.00 35.70
0.10 1.52 2.00 35.60
0.10 1.52 2.00 35.50
0.11 1.52 2.00 35.40
0.11 1.52 2.00 35.30
0.11 1.52 2.00 35.20
0.11 1.52 2.00 35.10
0.11 1.52 2.00 35.00
0.11 1.52 2.00 34.90
0.11 1.52 2.00 34.80
0.12 1.52 2.00 34.70
0.12 1.52 2.00 34.60
0.12 1.52 2.00 34.50
0.12 1.52 2.00 34.40
0.12 1.52 2.00 34.30
0.12 1.52 2.00 34.20
0.13 1.52 2.00 34.10
0.13 1.52 2.00 34.00
0.13 1.52 2.00 33.90
0.13 1.52 2.00 33.80
0.13 1.53 2.00 33.70
0.13 1.53 2.00 33.60
0.13 1.53 2.00 33.50
0.14 1.53 2.00 33.40
0.14 1.53 2.00 33.30
0.14 1.53 2.00 33.20
0.14 1.53 2.00 33.10
0.14 1.53 2.00 33.00
0.14 1.53 2.00 32.90
0.15 1.53 2.00 32.80
0.15 1.53 2.00 32.70
0.15 1.53 2.00 32.60
0.15 1.53 2.00 32.50
0.15 1.53 2.00 32.40
0.15 1.53 2.00 32.30
0.15 1.53 2.00 32.20
0.16 1.53 2.00 32.10
0.16 1.53 2.00 32.00
0.16 1.53 2.00 31.90
0.16 1.53 2.00 31.80
0.16 1.53 2.00 31.70
0.16 1.53 2.00 31.60
0.17 1.53 2.00 31.50
0.17 1.53 2.00 31.40
0.17 1.53 2.00 31.30
0.17 1.53 2.00 31.20
0.17 1.53 2.00 31.10
0.17 1.53 2.00 31.00
0.17 1.53 2.00 30.90
0.18 1.53 2.00 30.80
0.18 1.53 2.00 30.70
0.18 1.53 2.00 30.60
0.18 1.53 2.00 30.50
0.18 1.53 2.00 30.40
0.18 1.54 2.00 30.30
0.19 1.54 2.00 30.20
0.19 1.54 2.00 30.10
0.19 1.54 2.00 30.00
0.19 1.54 2.00 29.90
0.19 1.54 2.00 29.80
0.19 1.54 2.00 29.70
0.19 1.54 2.00 29.60
0.20 1.54 2.00 29.50
0.20 1.54 2.00 29.40
0.20 1.54 2.00 29.30
0.20 1.54 2.00 29.20
0.20 1.54 2.00 29.10
0.20 1.54 2.00 29.00
0.21 1.54 2.00 28.90
0.21 1.54 2.00 28.80
0.21 1.54 2.00 28.70
0.21 1.54 2.00 28.60
0.21 1.54 2.00 28.50
0.21 1.54 2.00 28.40
0.21 1.54 2.00 28.30
0.22 1.54 2.00 28.20
0.22 1.54 2.00 28.10
0.22 1.54 2.00 28.00
0.22 1.54 2.00 27.90
0.22 1.54 2.00 27.80
0.22 1.54 2.00 27.70
0.23 1.54 2.00 27.60
0.23 1.54 2.00 27.50
0.23 1.54 2.00 27.40
0.23 1.54 2.00 27.30
0.23 1.54 2.00 27.20
0.23 1.54 2.00 27.10
0.23 1.54 2.00 27.00
0.24 1.55 2.00 26.90
0.24 1.55 2.00 26.80
0.24 1.55 2.00 26.70
0.24 1.55 2.00 26.60
0.24 1.55 2.00 26.50
0.24 1.55 2.00 26.40
0.25 1.55 2.00 26.30
0.25 1.55 2.00 26.20
0.25 1.55 2.00 26.10
0.25 1.55 2.00 26.00
0.25 1.55 2.00 25.90
0.25 1.55 2.00 25.80
0.25 1.55 2.00 25.70
0.26 1.55 2.00 25.60
0.26 1.55 2.00 25.50
0.26 1.55 2.00 25.40
0.26 1.55 2.00 25.30
0.26 1.55 2.00 25.20
0.26 1.55 2.00 25.10
0.27 1.55 2.00 25.00
0.27 1.55 2.00 24.90
0.27 1.55 2.00 24.80
0.27 1.55 2.00 24.70
0.27 1.55 2.00 24.60
0.27 1.55 2.00 24.50
0.27 1.55 2.00 24.40
0.28 1.55 2.00 24.30
0.28 1.55 2.00 24.20
0.28 1.55 2.00 24.10
0.28 1.55 2.00 24.00
0.28 1.55 2.00 23.90
0.28 1.55 2.00 23.80
0.29 1.55 2.00 23.70
0.29 1.55 2.00 23.60
0.29 1.56 2.00 23.50
0.29 1.56 2.00 23.40
0.29 1.56 2.00 23.30
0.29 1.56 2.00 23.20
0.29 1.56 2.00 23.10
0.30 1.56 2.00 23.00
0.30 1.56 2.00 22.90
0.30 1.56 2.00 22.80
0.30 1.56 2.00 22.70
0.30 1.56 2.00 22.60
0.30 1.56 2.00 22.50
0.31 1.56 2.00 22.40
0.31 1.56 2.00 22.30
0.31 1.56 2.00 22.20
0.31 1.56 2.00 22.10
0.31 1.56 2.00 22.00
0.31 1.56 2.00 21.90
0.31 1.56 2.00 21.80
0.32 1.56 2.00 21.70
0.32 1.56 2.00 21.60
0.32 1.56 2.00 21.50
0.32 1.56 2.00 21.40
0.32 1.56 2.00 21.30
0.32 1.56 2.00 21.20
0.33 1.56 2.00 21.10
0.33 1.56 2.00 21.00
0.33 1.56 2.00 20.90
0.33 1.56 2.00 20.80
0.33 1.56 2.00 20.70
0.33 1.56 2.00 20.60
0.33 1.56 2.00 20.50
0.34 1.56 2.00 20.40
0.34 1.56 2.00 20.30
0.34 1.56 2.00 20.20
0.34 1.57 2.00 20.10
0.34 1.57 2.00 20.00
0.34 1.57 2.00 19.90
0.35 1.57 2.00 19.80
0.35 1.57 2.00 19.70
0.35 1.57 2.00 19.60
0.35 1.57 2.00 19.50
0.35 1.57 2.00 19.40
0.35 1.57 2.00 19.30
0.36 1.57 2.00 19.20
0.36 1.57 2.00 19.10
0.36 1.57 2.00 19.00
0.36 1.57 2.00 18.90
0.36 1.57 2.00 18.80
0.36 1.57 2.00 18.70
0.36 1.57 2.00 18.60
0.37 1.57 2.00 18.50
0.37 1.57 2.00 18.40
0.37 1.57 2.00 18.30
0.37 1.57 2.00 18.20
0.37 1.57 2.00 18.10
0.37 1.57 2.00 18.00
0.38 1.57 2.00 17.90
0.38 1.57 2.00 17.80
0.38 1.57 2.00 17.70
0.38 1.57 2.00 17.60
0.38 1.57 2.00 17.50
0.38 1.57 2.00 17.40
0.38 1.57 2.00 17.30
0.39 1.57 2.00 17.20
0.39 1.57 2.00 17.10
0.39 1.57 2.00 17.00
0.39 1.57 2.00 16.90
0.39 1.57 2.00 16.80
0.39 1.58 2.00 16.70
0.40 1.58 2.00 16.60
0.40 1.58 2.00 16.50
0.40 1.58 2.00 16.40
0.40 1.58 2.00 16.30
0.40 1.58 2.00 16.20
0.40 1.58 2.00 16.10
0.40 1.58 2.00 16.00
0.40 1.58 2.00 15.90
0.40 1.58 2.00 15.80
0.40 1.58 2.00 15.70
0.40 1.58 2.00 15.60
0.40 1.58 2.00 15.50
0.40 1.58 2.00 15.40
0.40 1.58 2.00 15.30
0.40 1.58 2.00 15.20
0.40 1.58 2.00 15.10
0.40 1.58 2.00 15.00
0.40 1.58 2.00 14.90
0.40 1.58 2.00 14.80
0.40 1.58 2.00 14.70
0.40 1.58 2.00 14.60
0.40 1.58 2.00 14.50
0.40 1.58 2.00 14.40
0.40 1.58 2.00 14.30
0.40 1.58 2.00 14.20
0.40 1.58 2.00 14.10
0.40 1.58 2.00 14.00
