StateX StateY NodeDes BatteryLife 
0.02 -0.01 1.00 61.60
0.01 -0.00 1.00 62.10
0.01 -0.00 1.00 62.60
0.01 -0.00 1.00 63.10
0.01 -0.00 1.00 63.60
0.01 -0.00 1.00 64.10
0.00 -0.00 1.00 64.60
0.00 -0.00 1.00 65.10
0.00 -0.00 1.00 65.60
0.00 -0.00 1.00 66.10
0.00 -0.00 1.00 66.60
0.00 -0.00 1.00 67.10
0.00 -0.00 1.00 67.60
0.00 -0.00 1.00 68.10
0.00 -0.00 1.00 68.60
0.00 -0.00 1.00 69.10
0.00 -0.00 2.00 69.60
-0.05 0.02 2.00 69.50
-0.10 0.05 2.00 69.40
-0.15 0.09 2.00 69.30
-0.19 0.13 2.00 69.20
-0.22 0.18 2.00 69.10
-0.25 0.24 2.00 69.00
-0.27 0.30 2.00 68.90
-0.29 0.36 2.00 68.80
-0.30 0.42 2.00 68.70
-0.30 0.48 2.00 68.60
-0.29 0.55 2.00 68.50
-0.28 0.61 2.00 68.40
-0.26 0.67 2.00 68.30
-0.24 0.74 2.00 68.20
-0.22 0.80 2.00 68.10
-0.19 0.86 2.00 68.00
-0.15 0.92 2.00 67.90
-0.12 0.98 2.00 67.80
-0.08 1.04 2.00 67.70
-0.04 1.10 2.00 67.60
-0.01 1.15 2.00 67.50
0.02 1.21 2.00 67.40
0.04 1.27 2.00 67.30
0.05 1.32 2.00 67.20
0.06 1.36 2.00 67.10
0.06 1.39 2.00 67.00
0.05 1.42 2.00 66.90
0.05 1.44 2.00 66.80
0.04 1.45 2.00 66.70
0.04 1.47 2.00 66.60
0.03 1.47 2.00 66.50
0.03 1.48 2.00 66.40
0.02 1.49 2.00 66.30
0.02 1.49 2.00 66.20
0.01 1.49 2.00 66.10
0.01 1.49 2.00 66.00
0.01 1.50 2.00 65.90
0.01 1.50 2.00 65.80
0.01 1.50 2.00 65.70
0.00 1.50 2.00 65.60
0.00 1.50 2.00 65.50
0.00 1.50 2.00 65.40
0.00 1.50 2.00 65.30
0.00 1.50 2.00 65.20
0.00 1.50 2.00 65.10
0.00 1.50 2.00 65.00
0.00 1.50 2.00 64.90
0.00 1.50 3.00 64.80
0.07 1.47 3.00 64.70
0.13 1.44 3.00 64.60
0.19 1.41 3.00 64.50
0.25 1.37 3.00 64.40
0.31 1.34 3.00 64.30
0.36 1.30 3.00 64.20
0.42 1.26 3.00 64.10
0.48 1.22 3.00 64.00
0.53 1.17 3.00 63.90
0.59 1.13 3.00 63.80
0.64 1.09 3.00 63.70
0.69 1.04 3.00 63.60
0.74 0.99 3.00 63.50
0.79 0.95 3.00 63.40
0.85 0.90 3.00 63.30
0.90 0.85 3.00 63.20
0.95 0.80 3.00 63.10
1.00 0.75 3.00 63.00
1.05 0.70 3.00 62.90
1.11 0.66 3.00 62.80
1.16 0.61 3.00 62.70
1.21 0.57 3.00 62.60
1.25 0.54 3.00 62.50
1.29 0.52 3.00 62.40
1.31 0.51 3.00 62.30
1.34 0.49 3.00 62.20
1.36 0.49 3.00 62.10
1.37 0.48 3.00 62.00
1.38 0.47 3.00 61.90
1.39 0.47 3.00 61.80
1.40 0.47 3.00 61.70
1.40 0.47 3.00 61.60
1.41 0.47 3.00 61.50
1.41 0.47 3.00 61.40
1.42 0.47 3.00 61.30
1.42 0.46 3.00 61.20
1.42 0.46 3.00 61.10
1.42 0.46 3.00 61.00
1.42 0.46 3.00 60.90
1.42 0.46 3.00 60.80
1.42 0.46 3.00 60.70
1.42 0.46 3.00 60.60
1.42 0.46 3.00 60.50
1.42 0.46 3.00 60.40
1.42 0.46 3.00 60.30
1.42 0.46 3.00 60.20
1.42 0.46 3.00 60.10
1.42 0.46 3.00 60.00
1.42 0.46 3.00 59.90
1.42 0.46 3.00 59.80
1.42 0.46 3.00 59.70
1.42 0.46 3.00 59.60
1.42 0.46 3.00 59.50
1.42 0.46 1.00 59.40
1.36 0.47 1.00 59.30
1.29 0.47 1.00 59.20
1.22 0.47 1.00 59.10
1.16 0.47 1.00 59.00
1.09 0.46 1.00 58.90
1.02 0.45 1.00 58.80
0.96 0.43 1.00 58.70
0.89 0.41 1.00 58.60
0.83 0.39 1.00 58.50
0.76 0.37 1.00 58.40
0.70 0.34 1.00 58.30
0.64 0.32 1.00 58.20
0.57 0.29 1.00 58.10
0.51 0.25 1.00 58.00
0.45 0.22 1.00 57.90
0.39 0.19 1.00 57.80
0.33 0.15 1.00 57.70
0.27 0.11 1.00 57.60
0.21 0.08 1.00 57.50
0.17 0.06 1.00 57.40
0.14 0.05 1.00 57.30
0.11 0.03 1.00 57.20
0.09 0.02 1.00 57.10
0.07 0.02 1.00 57.00
0.05 0.01 1.00 56.90
0.04 0.01 1.00 57.40
0.03 0.01 1.00 57.90
0.03 0.00 1.00 58.40
0.02 0.00 1.00 58.90
0.02 0.00 1.00 59.40
0.01 0.00 1.00 59.90
0.01 0.00 1.00 60.40
0.01 0.00 1.00 60.90
0.01 0.00 1.00 61.40
0.01 0.00 1.00 61.90
0.00 0.00 1.00 62.40
0.00 0.00 1.00 62.90
0.00 0.00 1.00 63.40
0.00 0.00 1.00 63.90
0.00 0.00 1.00 64.40
0.00 0.00 2.00 64.90
0.06 0.01 2.00 64.80
0.12 0.03 2.00 64.70
0.17 0.06 2.00 64.60
0.21 0.10 2.00 64.50
0.25 0.15 2.00 64.40
0.29 0.20 2.00 64.30
0.31 0.25 2.00 64.20
0.33 0.31 2.00 64.10
0.34 0.37 2.00 64.00
0.35 0.44 2.00 63.90
0.35 0.50 2.00 63.80
0.34 0.56 2.00 63.70
0.33 0.63 2.00 63.60
0.31 0.69 2.00 63.50
0.28 0.75 2.00 63.40
0.25 0.81 2.00 63.30
0.22 0.87 2.00 63.20
0.18 0.92 2.00 63.10
0.14 0.98 2.00 63.00
0.10 1.04 2.00 62.90
0.06 1.10 2.00 62.80
0.03 1.15 2.00 62.70
-0.00 1.21 2.00 62.60
-0.03 1.27 2.00 62.50
-0.04 1.31 2.00 62.40
-0.05 1.35 2.00 62.30
-0.05 1.39 2.00 62.20
-0.05 1.41 2.00 62.10
-0.05 1.43 2.00 62.00
-0.04 1.45 2.00 61.90
-0.04 1.46 2.00 61.80
-0.03 1.47 2.00 61.70
-0.03 1.48 2.00 61.60
-0.02 1.49 2.00 61.50
-0.02 1.49 2.00 61.40
-0.01 1.49 2.00 61.30
-0.01 1.49 2.00 61.20
-0.01 1.50 2.00 61.10
-0.01 1.50 2.00 61.00
-0.01 1.50 2.00 60.90
-0.00 1.50 2.00 60.80
-0.00 1.50 2.00 60.70
-0.00 1.50 2.00 60.60
-0.00 1.50 2.00 60.50
-0.00 1.50 2.00 60.40
-0.00 1.50 2.00 60.30
-0.00 1.50 2.00 60.20
-0.00 1.50 2.00 60.10
-0.00 1.50 2.00 60.00
-0.00 1.50 2.00 59.90
-0.00 1.50 2.00 59.80
-0.00 1.50 2.00 59.70
-0.00 1.50 2.00 59.60
-0.00 1.50 2.00 59.50
-0.00 1.50 2.00 59.40
-0.00 1.50 2.00 59.30
-0.00 1.50 2.00 59.20
-0.00 1.50 2.00 59.10
-0.00 1.50 2.00 59.00
-0.00 1.50 2.00 58.90
-0.00 1.50 2.00 58.80
-0.00 1.50 2.00 58.70
-0.00 1.50 2.00 58.60
-0.00 1.50 2.00 58.50
-0.00 1.50 2.00 58.40
-0.00 1.50 2.00 58.30
-0.00 1.50 2.00 58.20
-0.00 1.50 2.00 58.10
-0.00 1.50 2.00 58.00
-0.00 1.50 2.00 57.90
-0.00 1.50 2.00 57.80
-0.00 1.50 2.00 57.70
-0.00 1.50 2.00 57.60
-0.00 1.50 2.00 57.50
-0.00 1.50 2.00 57.40
-0.00 1.50 2.00 57.30
-0.00 1.50 2.00 57.20
-0.00 1.50 2.00 57.10
-0.00 1.50 2.00 57.00
-0.00 1.50 2.00 56.90
-0.00 1.50 2.00 56.80
-0.00 1.50 2.00 56.70
-0.00 1.50 2.00 56.60
-0.00 1.50 2.00 56.50
-0.00 1.50 2.00 56.40
-0.00 1.50 2.00 56.30
-0.00 1.50 2.00 56.20
-0.00 1.50 2.00 56.10
-0.00 1.50 2.00 56.00
-0.00 1.50 2.00 55.90
-0.00 1.50 2.00 55.80
-0.00 1.50 2.00 55.70
-0.00 1.50 2.00 55.60
-0.00 1.50 2.00 55.50
-0.00 1.50 2.00 55.40
-0.00 1.50 2.00 55.30
-0.00 1.50 2.00 55.20
-0.00 1.50 2.00 55.10
-0.00 1.50 2.00 55.00
-0.00 1.50 2.00 54.90
-0.00 1.50 2.00 54.80
-0.00 1.50 2.00 54.70
-0.00 1.50 2.00 54.60
-0.00 1.50 2.00 54.50
-0.00 1.50 2.00 54.40
-0.00 1.50 2.00 54.30
-0.00 1.50 2.00 54.20
-0.00 1.50 2.00 54.10
-0.00 1.50 2.00 54.00
-0.00 1.50 1.00 53.90
-0.06 1.47 1.00 53.80
-0.11 1.43 1.00 53.70
-0.15 1.39 1.00 53.60
-0.18 1.34 1.00 53.50
-0.21 1.29 1.00 53.40
-0.24 1.23 1.00 53.30
-0.26 1.17 1.00 53.20
-0.27 1.11 1.00 53.10
-0.27 1.04 1.00 53.00
-0.27 0.98 1.00 52.90
-0.26 0.92 1.00 52.80
-0.24 0.85 1.00 52.70
-0.22 0.79 1.00 52.60
-0.20 0.73 1.00 52.50
-0.17 0.67 1.00 52.40
-0.14 0.60 1.00 52.30
-0.11 0.54 1.00 52.20
-0.07 0.48 1.00 52.10
-0.04 0.42 1.00 52.00
-0.01 0.36 1.00 51.90
0.02 0.30 1.00 51.80
0.04 0.24 1.00 51.70
0.05 0.19 1.00 51.60
0.06 0.15 1.00 51.50
0.06 0.11 1.00 51.40
0.05 0.09 1.00 51.30
0.05 0.07 1.00 51.20
0.04 0.05 1.00 51.10
0.04 0.04 1.00 51.00
0.03 0.03 1.00 51.50
0.03 0.02 1.00 52.00
0.02 0.01 1.00 52.50
0.02 0.01 1.00 53.00
0.01 0.01 1.00 53.50
0.01 0.01 1.00 54.00
0.01 0.00 1.00 54.50
0.01 0.00 1.00 55.00
0.01 0.00 1.00 55.50
0.00 0.00 1.00 56.00
0.00 0.00 1.00 56.50
0.00 0.00 1.00 57.00
0.00 0.00 1.00 57.50
0.00 0.00 1.00 58.00
0.00 0.00 1.00 58.50
0.00 0.00 1.00 59.00
0.00 0.00 1.00 59.50
0.00 0.00 1.00 60.00
0.00 0.00 1.00 60.50
0.00 0.00 1.00 61.00
0.00 0.00 1.00 61.50
0.00 0.00 1.00 62.00
0.00 0.00 1.00 62.50
0.00 0.00 1.00 63.00
0.00 0.00 1.00 63.50
0.00 0.00 1.00 64.00
0.00 0.00 1.00 64.50
0.00 0.00 1.00 65.00
0.00 0.00 1.00 65.50
0.00 0.00 1.00 66.00
0.00 0.00 1.00 66.50
0.00 0.00 1.00 67.00
0.00 0.00 1.00 67.50
0.00 0.00 1.00 68.00
0.00 0.00 1.00 68.50
0.00 0.00 1.00 69.00
0.00 0.00 1.00 69.50
0.00 0.00 1.00 70.00
0.00 0.00 1.00 70.50
0.00 0.00 1.00 71.00
0.00 0.00 1.00 71.50
0.00 0.00 1.00 72.00
0.00 0.00 2.00 72.50
0.06 0.03 2.00 72.40
0.11 0.06 2.00 72.30
0.15 0.10 2.00 72.20
0.19 0.15 2.00 72.10
0.22 0.20 2.00 72.00
0.25 0.26 2.00 71.90
0.27 0.32 2.00 71.80
0.28 0.38 2.00 71.70
0.28 0.44 2.00 71.60
0.28 0.51 2.00 71.50
0.27 0.57 2.00 71.40
0.26 0.63 2.00 71.30
0.24 0.70 2.00 71.20
0.22 0.76 2.00 71.10
0.19 0.82 2.00 71.00
0.16 0.88 2.00 70.90
0.13 0.94 2.00 70.80
0.09 1.00 2.00 70.70
0.06 1.06 2.00 70.60
0.02 1.12 2.00 70.50
-0.01 1.18 2.00 70.40
-0.03 1.24 2.00 70.30
-0.05 1.29 2.00 70.20
-0.06 1.34 2.00 70.10
-0.06 1.38 2.00 70.00
-0.06 1.40 2.00 69.90
-0.05 1.43 2.00 69.80
-0.05 1.45 2.00 69.70
-0.04 1.46 2.00 69.60
-0.03 1.47 2.00 69.50
-0.03 1.48 2.00 69.40
-0.02 1.48 2.00 69.30
-0.02 1.49 2.00 69.20
-0.02 1.49 2.00 69.10
-0.01 1.49 2.00 69.00
-0.01 1.50 2.00 68.90
-0.01 1.50 2.00 68.80
-0.01 1.50 2.00 68.70
-0.01 1.50 2.00 68.60
-0.00 1.50 2.00 68.50
-0.00 1.50 2.00 68.40
-0.00 1.50 2.00 68.30
-0.00 1.50 2.00 68.20
-0.00 1.50 2.00 68.10
-0.00 1.50 3.00 68.00
0.06 1.52 3.00 67.90
0.12 1.53 3.00 67.80
0.18 1.54 3.00 67.70
0.24 1.54 3.00 67.60
0.31 1.54 3.00 67.50
0.37 1.53 3.00 67.40
0.43 1.51 3.00 67.30
0.50 1.49 3.00 67.20
0.56 1.47 3.00 67.10
0.61 1.44 3.00 67.00
0.67 1.40 3.00 66.90
0.72 1.36 3.00 66.80
0.77 1.32 3.00 66.70
0.82 1.27 3.00 66.60
0.87 1.23 3.00 66.50
0.91 1.17 3.00 66.40
0.95 1.12 3.00 66.30
0.99 1.06 3.00 66.20
1.03 1.01 3.00 66.10
1.06 0.95 3.00 66.00
1.10 0.89 3.00 65.90
1.13 0.83 3.00 65.80
1.17 0.76 3.00 65.70
1.20 0.70 3.00 65.60
1.24 0.65 3.00 65.50
1.27 0.60 3.00 65.40
1.30 0.56 3.00 65.30
1.32 0.54 3.00 65.20
1.34 0.52 3.00 65.10
1.35 0.50 3.00 65.00
1.37 0.49 3.00 64.90
1.38 0.48 3.00 64.80
1.39 0.48 3.00 64.70
1.40 0.47 3.00 64.60
1.40 0.47 3.00 64.50
1.41 0.47 3.00 64.40
1.41 0.47 3.00 64.30
1.41 0.47 3.00 64.20
1.42 0.47 3.00 64.10
1.42 0.47 3.00 64.00
1.42 0.46 3.00 63.90
1.42 0.46 3.00 63.80
1.42 0.46 3.00 63.70
1.42 0.46 3.00 63.60
1.42 0.46 3.00 63.50
1.42 0.46 3.00 63.40
1.42 0.46 3.00 63.30
1.42 0.46 3.00 63.20
1.42 0.46 3.00 63.10
1.42 0.46 3.00 63.00
1.42 0.46 3.00 62.90
1.42 0.46 3.00 62.80
1.42 0.46 3.00 62.70
1.42 0.46 3.00 62.60
1.42 0.46 3.00 62.50
1.42 0.46 3.00 62.40
1.42 0.46 3.00 62.30
1.42 0.46 3.00 62.20
1.42 0.46 3.00 62.10
